,7sk,h19,bace1as,bc200,terra,anril,disc2,igf2as,kcnq1ot1,ahif,bc1,cdkn1c-as,gas5,hotair,l1pa16,lincrna-p21,lsinct5,malat1,meg3,ncrna-ccnd1,NEAT-1  ,p53 mrna,pr antisense,sra,uc.160+,uc.346+,uc283+a,uca1,wt1-as,xist,zfas1,mer11c,htr2a-as1(antisense hTR),hulc,uc.338,heih,tp53tg1,hy1,hy3,ptenp1,uc.73a,ba318c17.1,dj974n19.1,uc.159,uc.21,uc.283+a,uc.72,e2f4 antisense,dgcr5,nron,fmr1-as1(ASFMR1),fmr1-as1,anti-nos2a,har1a(har1f),har1b(har1r),mir155hg,spry4-it1,linc-md1,miat,evf2,21a,DeltaMYCN,gtl2-as,mycnos,ncran,ndm29,uc.279,uc.347,uc.350,uc.364,uc.379,uc.446,uc.460,six3os,tsix,bc040587,loc285194,NEAT-1,pink1-as(naPINK1),ipw,cbr3-as1(PlncRNA-1),mdm2-as,pca3,pcat1,pcgem1,prncr1,pvt1,nespas,prins,ncrms,disc1,dlg2as,ndm29(29a),tie-1as,air
cbr3-as1(PlncRNA-1),0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
mdm2-as,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
pca3,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
pcat1,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
pcgem1,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
prncr1,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
pvt1,0.080659764,0.101827466,0,0.130294671,0.03619213,0.138961351,0,0,0.097877061,0.222222222,0.169197031,0.166666667,0.45098561,0.38873143,0.095696773,0.133089133,0.225596041,0.219724175,0.138255519,0.166666667,0.166666667,0.244274915,0.166666667,0.534345479,0.088158541,0.088158541,0.088158541,0.144121054,0.136043683,0.484345479,0.166666667,0.095696773,0.064676617,0.088225539,0.088225539,0.064676617,0.04109589,0.399218565,0.399218565,0.561410336,0.04109589,0.043902439,0.043902439,0.035185452,0.035185452,0.043902439,0.035185452,0.043902439,0,0,0.024390244,0,0.047857346,0,0,0.017751479,0.036649215,0,0,0,0.130580923,0.01674277,0.108055662,0.01674277,0.17224759,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0.01674277,0,0,0.025641026,0.025641026,0.255060729,0,0,1,1,1,1,1,1,1,0.082872928,0,0.017964072,0,0,0.1875,0,0.2
nespas,0.02557754,0.045192865,0,0.025973874,0,0.031375926,0,0.106508876,0.04260355,0.187845304,0.052734133,0,0.033149171,0.027624309,0,0,0.050847458,0.025342573,0,0,0,0.044551196,0,0.064977994,0,0,0,0.042465511,0.090829694,0.048403409,0,0,0,0,0,0,0,0.121546961,0.121546961,0.056587979,0,0,0,0,0,0,0,0,0.058558559,0.059405941,0.084824197,0.058394161,0,0.074688797,0.074688797,0,0,0.097826087,0,0,0.036832413,0,0.113537118,0,0.099447514,0,0,0,0,0,0,0,0,0,0,0,0,0.076271186,0,0.090163934,0.082872928,0.082872928,0.082872928,0.082872928,0.082872928,0.082872928,0.082872928,1,0,0,0,0,0.055248619,0.039215686,0.227074236
prins,0,0.019883041,0,0.041666667,0,0.019858156,0,0,0.066666667,0.111111111,0.083333333,0.166666667,0.066666667,0.063218391,0.066666667,0.111111111,0.111111111,0.022222222,0.111111111,0.166666667,0.166666667,0.023809524,0.166666667,0.066666667,0.055555556,0.055555556,0.055555556,0.023809524,0.066666667,0.066666667,0.166666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037735849,0.037735849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ncrms,0.007453416,0.040735242,0,0.026196694,0.038546909,0.049821034,0,0,0.032855436,0.044697701,0.036915141,0.058064516,0.112009794,0.059936879,0.066221257,0.045079104,0.049220188,0.038878821,0.047235865,0.058064516,0.058064516,0.029384991,0.058064516,0.036717742,0.12714926,0.12714926,0.12714926,0.028327454,0.075384493,0.033124927,0.058064516,0.066221257,0.045454545,0.041055718,0.041055718,0.045454545,0.00952381,0.016229805,0.016229805,0.014674247,0.00952381,0.011111111,0.011111111,0.031481481,0.031481481,0.011111111,0.031481481,0.011111111,0,0,0,0,0.071826584,0,0,0.041666667,0.108433735,0,0,0,0.029126666,0.037701975,0.073481205,0.037701975,0.031122674,0.037701975,0.037701975,0.037701975,0.037701975,0.037701975,0.037701975,0.037701975,0.037701975,0,0,0.305882353,0.305882353,0.031531532,0,0,0.017964072,0.017964072,0.017964072,0.017964072,0.017964072,0.017964072,0.017964072,0,0,1,0,0,0.011976048,0,0.111627907
disc1,0,0,0,0,0,0,0.456486043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dlg2as,0,0,0,0,0,0,0.456486043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ndm29(29a),0.053475447,0.174123093,0,0.326952008,0.024457794,0.049687664,0,0,0.085479827,0.175,0.205516194,0.15,0.120212892,0.10781278,0.081810661,0.116483516,0.274021592,0.233187136,0.122801303,0.15,0.15,0.262133621,0.15,0.334706478,0.077026112,0.077026112,0.077026112,0.208162614,0.108503351,0.201912955,0.15,0.081810661,0.049751244,0.072139303,0.072139303,0.049751244,0.024657534,0.376658298,0.376658298,0.325766656,0.024657534,0.029268293,0.029268293,0.023456968,0.023456968,0.029268293,0.023456968,0.029268293,0,0,0.020325203,0,0.036071822,0,0,0.01183432,0.031413613,0,0,0,0.670218163,0.01065449,0.079985604,0.01065449,0.128551497,0.01065449,0.01065449,0.01065449,0.01065449,0.01065449,0.01065449,0.01065449,0.01065449,0,0,0.020512821,0.020512821,0.336032389,0,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.055248619,0,0.011976048,0,0,1,0,0.15
tie-1as,0.042105263,0.018606596,0,0,0,0.024668211,0,0.157894737,0.063157895,0,0.047745358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248780488,0.086486486,0.093072242,0.095490716,0,0.035714286,0.035714286,0,0,0.047904192,0.088235294,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105726872,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,1,0.037735849
air,0.04874617,0.220606238,0,0.125646073,0.102237355,0.12076201,0,0.105263158,0.128893773,0.357017544,0.166556051,0.171052632,0.188104332,0.149769985,0.138852561,0.14446987,0.199390425,0.139154974,0.147278574,0.171052632,0.171052632,0.180577514,0.171052632,0.199634255,0.17179396,0.17179396,0.17179396,0.169622916,0.48185269,0.159634255,0.171052632,0.138852561,0.128514056,0.125149722,0.125149722,0.128514056,0.071583514,0.251841123,0.251841123,0.15807445,0.071583514,0.071146245,0.071146245,0.097448134,0.097448134,0.071146245,0.097448134,0.071146245,0.067615658,0.061302682,0.07614343,0.06805293,0.136645298,0.08,0.08,0.110599078,0.150627615,0.098765432,0,0,0.136513545,0.109540636,0.554234801,0.109540636,0.269846879,0.109540636,0.109540636,0.109540636,0.109540636,0.109540636,0.109540636,0.109540636,0.109540636,0,0,0.12345679,0.12345679,0.213559322,0,0.079207921,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.227074236,0,0.111627907,0,0,0.15,0.037735849,1
